Year,Day,Hour,Minute,Bx GSE-GSM(nT)
2021,40,22,40,-1.74
2021,40,22,45,-1.60
2021,40,22,50,-2.87
2021,40,22,55,-3.93
2021,40,23,0,-3.95
2021,40,23,5,-3.25
2021,40,23,10,-2.71
2021,40,23,15,-2.96
2021,40,23,20,-3.01
2021,40,23,25,-2.86
2021,40,23,30,-2.82
2021,40,23,35,-2.82
2021,40,23,40,-2.90
2021,40,23,45,-2.95
2021,40,23,50,-3.03
2021,40,23,55,-3.14
2021,41,0,0,-3.14
2021,41,0,5,-2.73
2021,41,0,10,-2.88
2021,41,0,15,-3.91
2021,41,0,20,-4.16
2021,41,0,25,-4.05
2021,41,0,30,-3.83
2021,41,0,35,-3.66
2021,41,0,40,-3.44
2021,41,0,45,-3.40
2021,41,0,50,-3.49
2021,41,0,55,-3.46
2021,41,1,0,-3.47
2021,41,1,5,-3.31
2021,41,1,10,-3.37
2021,41,1,15,-3.39
2021,41,1,20,-3.29
2021,41,1,25,-3.42
2021,41,1,30,-3.76
2021,41,1,35,-3.90
2021,41,1,40,-3.60
2021,41,1,45,-3.22
2021,41,1,50,1.79
2021,41,1,55,0.96
2021,41,2,0,0.75
2021,41,2,5,0.41
2021,41,2,10,1.13
2021,41,2,15,1.40
2021,41,2,20,1.65
2021,41,2,25,0.73
2021,41,2,30,-0.14
2021,41,2,35,-1.12
2021,41,2,40,-1.82
2021,41,2,45,-1.16
2021,41,2,50,-0.51
2021,41,2,55,-0.97
2021,41,3,0,-0.93
2021,41,3,5,-0.22
2021,41,3,10,-1.58
2021,41,3,15,-2.48
2021,41,3,20,-4.53
2021,41,3,25,-4.14
2021,41,3,30,-3.48
2021,41,3,35,-3.88
2021,41,3,40,-3.54
2021,41,3,45,-3.30
2021,41,3,50,-3.88
2021,41,3,55,-3.77
2021,41,4,0,-3.47
2021,41,4,5,-3.25
2021,41,4,10,-3.54
2021,41,4,15,-3.58
2021,41,4,20,-3.30
2021,41,4,25,-2.15
2021,41,4,30,-1.93
2021,41,4,35,-1.93
2021,41,4,40,-2.35
2021,41,4,45,-3.19
2021,41,4,50,-3.51
2021,41,4,55,-3.66
2021,41,5,0,-3.29
2021,41,5,5,-2.64
2021,41,5,10,-2.72
2021,41,5,15,-3.28
2021,41,5,20,-2.48
2021,41,5,25,-2.58
2021,41,5,30,-2.73
2021,41,5,35,-3.04
2021,41,5,40,-3.16
2021,41,5,45,-3.12
2021,41,5,50,-2.87
2021,41,5,55,-2.93
2021,41,6,0,-2.35
2021,41,6,5,-2.14
2021,41,6,10,-2.36
2021,41,6,15,-2.66
2021,41,6,20,-2.50
2021,41,6,25,-2.28
2021,41,6,30,-2.30
2021,41,6,35,-2.38
2021,41,6,40,-1.58
2021,41,6,45,-1.58
2021,41,6,50,-2.52
2021,41,6,55,-2.10
2021,41,7,0,-0.15
2021,41,7,5,0.04
2021,41,7,10,-0.06
2021,41,7,15,0.38
2021,41,7,20,1.09
2021,41,7,25,0.72
2021,41,7,30,-1.31
2021,41,7,35,-0.53
2021,41,7,40,1.79
2021,41,7,45,1.74
2021,41,7,50,-0.70
2021,41,7,55,-2.09
2021,41,8,0,-2.87
2021,41,8,5,-3.14
2021,41,8,10,-3.08
2021,41,8,15,-3.23
2021,41,8,20,-3.29
2021,41,8,25,-3.21
2021,41,8,30,-3.13
2021,41,8,35,-3.15
2021,41,8,40,-3.19
2021,41,8,45,-3.12
2021,41,8,50,-3.02
2021,41,8,55,-2.79
2021,41,9,0,-2.68
2021,41,9,5,-3.06
2021,41,9,10,-2.96
2021,41,9,15,-2.78
2021,41,9,20,-2.71
2021,41,9,25,-2.78
2021,41,9,30,-2.77
2021,41,9,35,-2.70
2021,41,9,40,-2.79
2021,41,9,45,-3.00
2021,41,9,50,-3.12
2021,41,9,55,-3.18
2021,41,10,0,-3.17
2021,41,10,5,-3.55
2021,41,10,10,-3.49
2021,41,10,15,-3.44
2021,41,10,20,-2.67
2021,41,10,25,-2.34
2021,41,10,30,-2.11
2021,41,10,35,-2.35
2021,41,10,40,-2.78
2021,41,10,45,-1.68
2021,41,10,50,-0.42
2021,41,10,55,-0.28
2021,41,11,0,-0.14
2021,41,11,5,-1.14
2021,41,11,10,-1.08
2021,41,11,15,-1.24
2021,41,11,20,-1.39
2021,41,11,25,-1.04
2021,41,11,30,-0.65
2021,41,11,35,-0.68
2021,41,11,40,-1.25
2021,41,11,45,-1.01
2021,41,11,50,-1.77
2021,41,11,55,-1.74
2021,41,12,0,-2.10
2021,41,12,5,-2.24
2021,41,12,10,-2.01
2021,41,12,15,-2.00
2021,41,12,20,-2.12
2021,41,12,25,-1.98
2021,41,12,30,-1.67
2021,41,12,35,-1.68
2021,41,12,40,-1.64
2021,41,12,45,-1.64
2021,41,12,50,-1.73
2021,41,12,55,-1.82
2021,41,13,0,-2.40
2021,41,13,5,-2.56
2021,41,13,10,-2.40
2021,41,13,15,-2.00
2021,41,13,20,-1.48
2021,41,13,25,-1.67
2021,41,13,30,-2.41
2021,41,13,35,-3.02
2021,41,13,40,-2.80
2021,41,13,45,-2.81
2021,41,13,50,-2.94
2021,41,13,55,-3.04
2021,41,14,0,-3.08
2021,41,14,5,-2.99
2021,41,14,10,-2.92
2021,41,14,15,-2.91
2021,41,14,20,-2.81
2021,41,14,25,-2.72
2021,41,14,30,-2.75
2021,41,14,35,-2.73
2021,41,14,40,-2.77
2021,41,14,45,-2.65
2021,41,14,50,-2.72
2021,41,14,55,-2.50
2021,41,15,0,-2.84
2021,41,15,5,-2.88
2021,41,15,10,-2.93
2021,41,15,15,-2.72
2021,41,15,20,-2.67
2021,41,15,25,-2.67
2021,41,15,30,-2.69
2021,41,15,35,-2.88
2021,41,15,40,-3.04
2021,41,15,45,-3.01
2021,41,15,50,-2.85
2021,41,15,55,-2.59
2021,41,16,0,-2.51
2021,41,16,5,-2.84
2021,41,16,10,-2.83
2021,41,16,15,-3.04
2021,41,16,20,-2.95
2021,41,16,25,-3.06
2021,41,16,30,-2.51
2021,41,16,35,-2.96
2021,41,16,40,-2.70
2021,41,16,45,-2.17
2021,41,16,50,-1.76
2021,41,16,55,-1.70
2021,41,17,0,-2.28
2021,41,17,5,-2.45
2021,41,17,10,-2.20
2021,41,17,15,-2.55
2021,41,17,20,-2.95
2021,41,17,25,-3.28
2021,41,17,30,-3.41
2021,41,17,35,-3.51
2021,41,17,40,-3.58
2021,41,17,45,-3.83
2021,41,17,50,-3.70
2021,41,17,55,-3.55
2021,41,18,0,-3.54
2021,41,18,5,-3.59
2021,41,18,10,-3.58
2021,41,18,15,-3.61
2021,41,18,20,-3.63
2021,41,18,25,-3.65
2021,41,18,30,-3.61
2021,41,18,35,-3.46
2021,41,18,40,-3.27
2021,41,18,45,-3.38
2021,41,18,50,-3.60
2021,41,18,55,-3.64
2021,41,19,0,-3.92
2021,41,19,5,-3.84
2021,41,19,10,-3.87
2021,41,19,15,-4.06
2021,41,19,20,-3.65
2021,41,19,25,-3.72
2021,41,19,30,-4.02
2021,41,19,35,-3.87
2021,41,19,40,-3.64
2021,41,19,45,-3.89
2021,41,19,50,-4.26
2021,41,19,55,-4.29
2021,41,20,0,-4.28
2021,41,20,5,-4.24
2021,41,20,10,-4.07
2021,41,20,15,-4.06
2021,41,20,20,-3.95
2021,41,20,25,-3.70
2021,41,20,30,-3.66
2021,41,20,35,-3.66
2021,41,20,40,-3.83
2021,41,20,45,-3.93
2021,41,20,50,-4.08
2021,41,20,55,-4.04
2021,41,21,0,-3.96
2021,41,21,5,-4.00
2021,41,21,10,-4.02
2021,41,21,15,-3.96
2021,41,21,20,-3.94
2021,41,21,25,-4.04
2021,41,21,30,-4.18
2021,41,21,35,-4.17
2021,41,21,40,-4.07
2021,41,21,45,-4.22
2021,41,21,50,-4.36
2021,41,21,55,-4.55
2021,41,22,0,-4.50
2021,41,22,5,-4.21
2021,41,22,10,-4.16
2021,41,22,15,-4.09
2021,41,22,20,-4.02
2021,41,22,25,-3.97
2021,41,22,30,-3.79
2021,41,22,35,-3.73
2021,41,22,40,-3.83
2021,41,22,45,-4.07
2021,41,22,50,-4.10
2021,41,22,55,-4.06
2021,41,23,0,-4.00
2021,41,23,5,-4.03
2021,41,23,10,-3.93
2021,41,23,15,-3.89
2021,41,23,20,-3.82
2021,41,23,25,-3.92
2021,41,23,30,-3.69
2021,41,23,35,-3.71
2021,41,23,40,-3.70
2021,41,23,45,-3.70
2021,41,23,50,-3.67
2021,41,23,55,-3.72
2021,42,0,0,-3.67
2021,42,0,5,-3.41
2021,42,0,10,-3.12
2021,42,0,15,-3.27
2021,42,0,20,-3.12
2021,42,0,25,-3.02
2021,42,0,30,-3.28
2021,42,0,35,-3.19
2021,42,0,40,-3.01
2021,42,0,45,-3.05
2021,42,0,50,-2.98
2021,42,0,55,-2.91
2021,42,1,0,-2.94
2021,42,1,5,-3.06
2021,42,1,10,-3.44
2021,42,1,15,-3.53
2021,42,1,20,-3.18
2021,42,1,25,-0.05
2021,42,1,30,0.03
2021,42,1,35,-0.51
2021,42,1,40,-1.07
2021,42,1,45,-1.74
2021,42,1,50,-2.30
2021,42,1,55,-2.17
2021,42,2,0,-2.19
2021,42,2,5,-3.01
2021,42,2,10,-2.22
2021,42,2,15,-2.07
2021,42,2,20,-1.87
2021,42,2,25,-2.21
2021,42,2,30,-2.05
2021,42,2,35,-2.04
2021,42,2,40,-1.86
2021,42,2,45,-1.83
2021,42,2,50,-1.73
2021,42,2,55,-1.62
2021,42,3,0,-1.56
2021,42,3,5,-1.44
2021,42,3,10,-1.59
2021,42,3,15,-1.98
2021,42,3,20,-3.09
2021,42,3,25,-3.83
2021,42,3,30,-2.73
2021,42,3,35,-2.69
2021,42,3,40,-2.24
2021,42,3,45,-3.00
2021,42,3,50,-2.63
2021,42,3,55,-2.36
2021,42,4,0,-1.77
2021,42,4,5,-1.32
2021,42,4,10,-0.91
2021,42,4,15,-0.96
2021,42,4,20,-0.58
2021,42,4,25,-0.65
2021,42,4,30,-0.28
2021,42,4,35,-0.19
2021,42,4,40,-0.24
2021,42,4,45,-0.19
2021,42,4,50,-0.65
2021,42,4,55,-0.74
2021,42,5,0,-0.80
2021,42,5,5,-0.75
2021,42,5,10,-1.08
2021,42,5,15,-1.09
2021,42,5,20,-0.89
2021,42,5,25,-0.15
2021,42,5,30,-0.12
2021,42,5,35,0.07
2021,42,5,40,-0.79
2021,42,5,45,-1.28
2021,42,5,50,-1.31
2021,42,5,55,-1.30
2021,42,6,0,-1.63
2021,42,6,5,-1.68
2021,42,6,10,-1.71
2021,42,6,15,-1.81
2021,42,6,20,-1.57
2021,42,6,25,-1.89
2021,42,6,30,-1.64
2021,42,6,35,-1.38
2021,42,6,40,-1.56
2021,42,6,45,-1.69
2021,42,6,50,-1.72
2021,42,6,55,-1.00
2021,42,7,0,-0.80
2021,42,7,5,-1.35
2021,42,7,10,-1.08
2021,42,7,15,-1.00
2021,42,7,20,-1.15
2021,42,7,25,-0.63
2021,42,7,30,-1.64
2021,42,7,35,-2.50
2021,42,7,40,-2.68
2021,42,7,45,-3.00
2021,42,7,50,-2.76
2021,42,7,55,-2.64
2021,42,8,0,-1.60
2021,42,8,5,-2.03
2021,42,8,10,-1.62
2021,42,8,15,-1.75
2021,42,8,20,-1.92
2021,42,8,25,-2.22
2021,42,8,30,-1.58
2021,42,8,35,-0.60
2021,42,8,40,-0.97
2021,42,8,45,-1.04
2021,42,8,50,-1.01
2021,42,8,55,-0.85
2021,42,9,0,-0.76
2021,42,9,5,-0.01
2021,42,9,10,0.35
2021,42,9,15,0.22
2021,42,9,20,-0.49
2021,42,9,25,-0.70
2021,42,9,30,-0.77
2021,42,9,35,-0.68
2021,42,9,40,-1.93
2021,42,9,45,-1.88
2021,42,9,50,-2.18
2021,42,9,55,-2.87
2021,42,10,0,-3.42
2021,42,10,5,-2.28
2021,42,10,10,-2.01
2021,42,10,15,-1.46
2021,42,10,20,-1.70
2021,42,10,25,-1.37
2021,42,10,30,-1.25
2021,42,10,35,-1.31
2021,42,10,40,-1.43
2021,42,10,45,-2.55
2021,42,10,50,-2.44
2021,42,10,55,-2.85
2021,42,11,0,-2.84
2021,42,11,5,-1.58
2021,42,11,10,-0.21
2021,42,11,15,-0.16
2021,42,11,20,-0.26
2021,42,11,25,-0.63
2021,42,11,30,-0.43
2021,42,11,35,-0.59
2021,42,11,40,-0.67
2021,42,11,45,-0.56
2021,42,11,50,-0.59
2021,42,11,55,-0.45
2021,42,12,0,-0.49
2021,42,12,5,-0.59
2021,42,12,10,-0.60
2021,42,12,15,-0.84
2021,42,12,20,0.13
2021,42,12,25,-0.43
2021,42,12,30,-0.30
2021,42,12,35,0.21
2021,42,12,40,0.32
2021,42,12,45,0.04
2021,42,12,50,-0.44
2021,42,12,55,-0.06
2021,42,13,0,0.22
2021,42,13,5,0.35
2021,42,13,10,-0.10
2021,42,13,15,-0.07
2021,42,13,20,0.20
2021,42,13,25,-0.03
2021,42,13,30,-0.49
2021,42,13,35,-0.26
2021,42,13,40,-0.56
2021,42,13,45,-0.56
2021,42,13,50,-0.60
2021,42,13,55,-0.42
2021,42,14,0,-0.48
2021,42,14,5,-0.61
2021,42,14,10,-0.38
2021,42,14,15,-0.52
2021,42,14,20,-0.77
2021,42,14,25,-0.86
2021,42,14,30,-0.96
2021,42,14,35,-0.91
2021,42,14,40,-0.97
2021,42,14,45,-1.03
2021,42,14,50,-1.20
2021,42,14,55,-1.16
2021,42,15,0,-0.92
2021,42,15,5,-0.79
2021,42,15,10,-0.82
2021,42,15,15,-0.53
2021,42,15,20,-0.58
2021,42,15,25,-1.79
2021,42,15,30,-2.82
2021,42,15,35,-2.84
2021,42,15,40,-3.35
2021,42,15,45,-1.29
2021,42,15,50,-1.29
2021,42,15,55,-1.68
2021,42,16,0,-1.92
2021,42,16,5,-1.72
2021,42,16,10,-1.06
2021,42,16,15,-0.98
2021,42,16,20,-1.12
2021,42,16,25,-1.33
2021,42,16,30,-2.09
2021,42,16,35,-2.47
2021,42,16,40,-3.66
2021,42,16,45,-3.73
2021,42,16,50,-3.76
2021,42,16,55,-3.66
2021,42,17,0,-3.46
2021,42,17,5,-3.44
2021,42,17,10,-3.41
2021,42,17,15,-3.51
2021,42,17,20,-3.42
2021,42,17,25,-3.17
2021,42,17,30,-3.03
2021,42,17,35,-2.76
2021,42,17,40,-2.24
2021,42,17,45,-1.81
2021,42,17,50,-2.08
2021,42,17,55,-2.27
2021,42,18,0,-2.50
2021,42,18,5,-2.56
2021,42,18,10,-2.92
2021,42,18,15,-2.98
2021,42,18,20,-3.20
2021,42,18,25,-3.56
2021,42,18,30,-3.44
2021,42,18,35,-3.05
2021,42,18,40,-2.85
2021,42,18,45,-2.72
2021,42,18,50,-2.51
2021,42,18,55,-2.20
2021,42,19,0,-2.57
2021,42,19,5,-2.71
2021,42,19,10,-2.69
2021,42,19,15,-2.43
2021,42,19,20,-1.82
2021,42,19,25,-1.74
2021,42,19,30,-2.13
2021,42,19,35,-2.26
2021,42,19,40,-2.47
2021,42,19,45,-2.85
2021,42,19,50,-2.91
2021,42,19,55,-3.14
2021,42,20,0,-3.29
2021,42,20,5,-3.23
2021,42,20,10,-3.28
2021,42,20,15,-3.44
2021,42,20,20,-3.33
2021,42,20,25,-3.47
2021,42,20,30,-3.57
2021,42,20,35,-3.63
2021,42,20,40,-3.58
2021,42,20,45,-3.59
2021,42,20,50,-3.66
2021,42,20,55,-3.70
2021,42,21,0,-3.74
2021,42,21,5,-3.70
2021,42,21,10,-3.90
2021,42,21,15,-4.01
2021,42,21,20,-3.58
2021,42,21,25,-3.24
2021,42,21,30,-3.06
2021,42,21,35,-3.18
2021,42,21,40,-2.84
2021,42,21,45,-2.40
2021,42,21,50,-2.39
2021,42,21,55,-2.19
2021,42,22,0,-2.68
2021,42,22,5,-1.90
2021,42,22,10,-2.14
2021,42,22,15,-2.45
2021,42,22,20,-2.27
2021,42,22,25,-2.27
2021,42,22,30,-2.09
2021,42,22,35,-1.89
2021,42,22,40,-1.41
2021,42,22,45,-0.89
2021,42,22,50,-0.84
2021,42,22,55,-0.76
2021,42,23,0,-0.67
2021,42,23,5,-0.66
2021,42,23,10,-0.40
2021,42,23,15,-0.98
2021,42,23,20,-1.30
2021,42,23,25,-1.31
2021,42,23,30,-0.17
2021,42,23,35,-1.00
2021,42,23,40,-1.01
2021,42,23,45,-0.74
2021,42,23,50,-0.41
2021,42,23,55,-1.08
2021,43,0,0,-0.48
2021,43,0,5,1.55
2021,43,0,10,2.90
2021,43,0,15,0.54
2021,43,0,20,2.21
2021,43,0,25,2.16
2021,43,0,30,1.93
2021,43,0,35,1.54
2021,43,0,40,1.08
2021,43,0,45,0.02
2021,43,0,50,-0.93
2021,43,0,55,-1.76
2021,43,1,0,-2.22
2021,43,1,5,-2.03
2021,43,1,10,-1.74
2021,43,1,15,-1.40
2021,43,1,20,-1.10
2021,43,1,25,-0.06
2021,43,1,30,-0.41
2021,43,1,35,-0.29
2021,43,1,40,-0.35
2021,43,1,45,0.24
2021,43,1,50,-0.31
2021,43,1,55,-1.06
2021,43,2,0,-0.97
2021,43,2,5,0.05
2021,43,2,10,-0.16
2021,43,2,15,-0.75
2021,43,2,20,-1.56
2021,43,2,25,-1.26
2021,43,2,30,-0.90
2021,43,2,35,-0.78
2021,43,2,40,-1.43
2021,43,2,45,-0.77
2021,43,2,50,-1.57
2021,43,2,55,-0.76
2021,43,3,0,-1.21
2021,43,3,5,-1.00
2021,43,3,10,-1.95
2021,43,3,15,-0.94
2021,43,3,20,-2.78
2021,43,3,25,-2.53
2021,43,3,30,-2.65
2021,43,3,35,-2.17
2021,43,3,40,-2.95
2021,43,3,45,-3.02
2021,43,3,50,-2.96
2021,43,3,55,-3.03
2021,43,4,0,-3.23
2021,43,4,5,-3.49
2021,43,4,10,-3.43
2021,43,4,15,-2.78
2021,43,4,20,-1.63
2021,43,4,25,-0.97
2021,43,4,30,-0.28
2021,43,4,35,-0.17
2021,43,4,40,-1.69
2021,43,4,45,-1.40
2021,43,4,50,-1.84
2021,43,4,55,-1.67
2021,43,5,0,-1.29
2021,43,5,5,-1.69
2021,43,5,10,-1.87
2021,43,5,15,-1.53
2021,43,5,20,-1.35
2021,43,5,25,-1.91
2021,43,5,30,-2.47
2021,43,5,35,-3.02
2021,43,5,40,-3.11
2021,43,5,45,-3.25
2021,43,5,50,-3.02
2021,43,5,55,-2.41
2021,43,6,0,-1.53
2021,43,6,5,-0.32
2021,43,6,10,-0.53
2021,43,6,15,-0.66
2021,43,6,20,-0.52
2021,43,6,25,-0.36
2021,43,6,30,-0.02
2021,43,6,35,-0.61
2021,43,6,40,-1.23
2021,43,6,45,-1.82
2021,43,6,50,-1.39
2021,43,6,55,-1.57
2021,43,7,0,-1.68
2021,43,7,5,-1.67
2021,43,7,10,-1.77
2021,43,7,15,-2.25
2021,43,7,20,-2.67
2021,43,7,25,-2.50
2021,43,7,30,-2.53
2021,43,7,35,-2.20
2021,43,7,40,-2.14
2021,43,7,45,-2.11
2021,43,7,50,-2.56
2021,43,7,55,-2.38
2021,43,8,0,-2.37
2021,43,8,5,-2.44
2021,43,8,10,-2.48
2021,43,8,15,-2.06
2021,43,8,20,-1.94
2021,43,8,25,-2.07
2021,43,8,30,-2.08
2021,43,8,35,-1.72
2021,43,8,40,-1.77
2021,43,8,45,-1.76
2021,43,8,50,-2.46
2021,43,8,55,-3.27
2021,43,9,0,-3.43
2021,43,9,5,-3.69
2021,43,9,10,-3.66
2021,43,9,15,-3.38
2021,43,9,20,-3.50
2021,43,9,25,-3.27
2021,43,9,30,-3.22
2021,43,9,35,-2.97
2021,43,9,40,-2.77
2021,43,9,45,-2.67
2021,43,9,50,-2.62
2021,43,9,55,-2.69
2021,43,10,0,-2.42
2021,43,10,5,-2.29
2021,43,10,10,-2.44
2021,43,10,15,-2.36
2021,43,10,20,-2.44
2021,43,10,25,-2.19
2021,43,10,30,-2.12
2021,43,10,35,-2.33
2021,43,10,40,-1.53
2021,43,10,45,-1.82
2021,43,10,50,-2.19
2021,43,10,55,-2.09
2021,43,11,0,-1.92
2021,43,11,5,-2.31
2021,43,11,10,-2.46
2021,43,11,15,-2.57
2021,43,11,20,-2.46
2021,43,11,25,-2.39
2021,43,11,30,-2.37
2021,43,11,35,-2.51
2021,43,11,40,-1.57
2021,43,11,45,-1.42
2021,43,11,50,-1.70
2021,43,11,55,-2.10
2021,43,12,0,-1.73
2021,43,12,5,-2.91
2021,43,12,10,-2.99
2021,43,12,15,-2.81
2021,43,12,20,-3.15
2021,43,12,25,-3.40
2021,43,12,30,-3.24
2021,43,12,35,-3.17
2021,43,12,40,-3.39
2021,43,12,45,-3.41
2021,43,12,50,-3.48
2021,43,12,55,-3.61
2021,43,13,0,-4.12
2021,43,13,5,-4.31
2021,43,13,10,-4.28
2021,43,13,15,-4.71
2021,43,13,20,-4.56
2021,43,13,25,-4.80
2021,43,13,30,-4.88
2021,43,13,35,-4.93
2021,43,13,40,-5.10
2021,43,13,45,-5.13
2021,43,13,50,-5.22
2021,43,13,55,-5.47
2021,43,14,0,-5.37
2021,43,14,5,-5.30
2021,43,14,10,-4.18
2021,43,14,15,-4.26
2021,43,14,20,-4.62
2021,43,14,25,-4.90
2021,43,14,30,-4.94
2021,43,14,35,-5.13
2021,43,14,40,-5.13
2021,43,14,45,-5.04
2021,43,14,50,-4.96
2021,43,14,55,-4.92
2021,43,15,0,-4.91
2021,43,15,5,-5.18
2021,43,15,10,-5.28
2021,43,15,15,-5.14
2021,43,15,20,-5.31
2021,43,15,25,-5.31
2021,43,15,30,-5.06
2021,43,15,35,-5.03
2021,43,15,40,-4.87
2021,43,15,45,-4.92
2021,43,15,50,-5.33
2021,43,15,55,-5.47
2021,43,16,0,-5.22
2021,43,16,5,-4.99
2021,43,16,10,-5.23
2021,43,16,15,-3.67
2021,43,16,20,-3.62
2021,43,16,25,-3.55
2021,43,16,30,-3.29
2021,43,16,35,-3.35
2021,43,16,40,-3.39
2021,43,16,45,-3.35
2021,43,16,50,-3.29
2021,43,16,55,-3.22
2021,43,17,0,-3.17
2021,43,17,5,-2.77
2021,43,17,10,-2.79
2021,43,17,15,-2.40
2021,43,17,20,-2.20
2021,43,17,25,-2.32
2021,43,17,30,-3.76
2021,43,17,35,-4.77
2021,43,17,40,-4.10
2021,43,17,45,-3.80
2021,43,17,50,-3.53
2021,43,17,55,-3.53
2021,43,18,0,-3.88
2021,43,18,5,-3.55
2021,43,18,10,-3.14
2021,43,18,15,-2.80
2021,43,18,20,-3.16
2021,43,18,25,-3.68
2021,43,18,30,-4.11
2021,43,18,35,-4.30
2021,43,18,40,-4.16
2021,43,18,45,-3.89
2021,43,18,50,-3.50
2021,43,18,55,-2.18
2021,43,19,0,0.88
2021,43,19,5,-0.00
2021,43,19,10,-0.80
2021,43,19,15,-0.28
2021,43,19,20,-0.54
2021,43,19,25,-0.27
2021,43,19,30,0.25
2021,43,19,35,-0.67
2021,43,19,40,-0.78
2021,43,19,45,-1.71
2021,43,19,50,-0.89
2021,43,19,55,0.05
2021,43,20,0,-0.00
2021,43,20,5,0.37
2021,43,20,10,2.31
2021,43,20,15,2.82
2021,43,20,20,2.02
2021,43,20,25,1.63
2021,43,20,30,1.64
2021,43,20,35,1.80
2021,43,20,40,1.96
2021,43,20,45,1.34
2021,43,20,50,1.81
2021,43,20,55,2.55
2021,43,21,0,2.81
2021,43,21,5,2.77
2021,43,21,10,3.18
2021,43,21,15,2.72
2021,43,21,20,2.81
2021,43,21,25,3.85
2021,43,21,30,2.22
2021,43,21,35,2.16
2021,43,21,40,2.36
2021,43,21,45,2.45
2021,43,21,50,3.16
2021,43,21,55,3.36
2021,43,22,0,3.10
2021,43,22,5,3.06
2021,43,22,10,3.43
2021,43,22,15,3.63
2021,43,22,20,3.70
2021,43,22,25,3.83
2021,43,22,30,4.00
2021,43,22,35,3.79
2021,43,22,40,3.29
2021,43,22,45,2.98
2021,43,22,50,2.85
2021,43,22,55,2.49
2021,43,23,0,2.24
2021,43,23,5,1.30
2021,43,23,10,1.34
2021,43,23,15,0.90
2021,43,23,20,1.22
2021,43,23,25,1.65
2021,43,23,30,1.18
2021,43,23,35,1.00
2021,43,23,40,0.57
2021,43,23,45,0.66
2021,43,23,50,-0.09
2021,43,23,55,-1.33
2021,44,0,0,2.34
2021,44,0,5,2.63
2021,44,0,10,2.35
2021,44,0,15,1.60
2021,44,0,20,2.99
2021,44,0,25,2.98
2021,44,0,30,1.66
2021,44,0,35,1.31
2021,44,0,40,1.10
2021,44,0,45,1.45
2021,44,0,50,0.08
2021,44,0,55,-1.20
2021,44,1,0,-0.47
2021,44,1,5,0.15
2021,44,1,10,0.27
2021,44,1,15,-0.10
2021,44,1,20,0.06
2021,44,1,25,1.16
2021,44,1,30,3.78
2021,44,1,35,1.75
2021,44,1,40,-0.51
2021,44,1,45,1.54
2021,44,1,50,6.70
2021,44,1,55,7.09
2021,44,2,0,5.65
2021,44,2,5,4.44
2021,44,2,10,5.28
2021,44,2,15,4.52
2021,44,2,20,5.21
2021,44,2,25,5.07
2021,44,2,30,5.55
2021,44,2,35,5.76
2021,44,2,40,7.03
2021,44,2,45,7.83
2021,44,2,50,7.92
2021,44,2,55,7.96
2021,44,3,0,4.64
2021,44,3,5,-1.88
2021,44,3,10,5.37
2021,44,3,15,6.01
2021,44,3,20,7.23
2021,44,3,25,6.87
2021,44,3,30,3.41
2021,44,3,35,-0.47
2021,44,3,40,-1.77
2021,44,3,45,-1.26
2021,44,3,50,-1.15
2021,44,3,55,1.28
2021,44,4,0,5.24
2021,44,4,5,2.33
2021,44,4,10,-1.12
2021,44,4,15,-1.83
2021,44,4,20,-0.75
2021,44,4,25,-2.37
2021,44,4,30,-1.10
2021,44,4,35,2.54
2021,44,4,40,6.08
2021,44,4,45,7.28
2021,44,4,50,6.27
2021,44,4,55,1.83
2021,44,5,0,4.18
2021,44,5,5,4.99
2021,44,5,10,4.24
2021,44,5,15,6.39
2021,44,5,20,6.33
2021,44,5,25,5.14
2021,44,5,30,4.10
2021,44,5,35,4.23
2021,44,5,40,3.40
2021,44,5,45,1.31
2021,44,5,50,0.47
2021,44,5,55,0.21
2021,44,6,0,0.27
2021,44,6,5,0.21
2021,44,6,10,1.05
2021,44,6,15,0.09
2021,44,6,20,2.03
2021,44,6,25,5.99
2021,44,6,30,5.69
2021,44,6,35,6.54
2021,44,6,40,7.15
2021,44,6,45,6.96
2021,44,6,50,6.36
2021,44,6,55,5.92
2021,44,7,0,5.57
2021,44,7,5,5.81
2021,44,7,10,5.89
2021,44,7,15,3.94
2021,44,7,20,4.67
2021,44,7,25,3.50
2021,44,7,30,2.29
2021,44,7,35,1.93
2021,44,7,40,2.84
2021,44,7,45,1.94
2021,44,7,50,1.63
2021,44,7,55,2.07
2021,44,8,0,-5.11
2021,44,8,5,-4.60
2021,44,8,10,-4.04
2021,44,8,15,-5.55
2021,44,8,20,-4.78
2021,44,8,25,-6.08
2021,44,8,30,-9.54
2021,44,8,35,-8.94
2021,44,8,40,-7.32
2021,44,8,45,-5.91
2021,44,8,50,-4.67
2021,44,8,55,-6.02
2021,44,9,0,-6.26
2021,44,9,5,-4.35
2021,44,9,10,-3.30
2021,44,9,15,-5.05
2021,44,9,20,-5.68
2021,44,9,25,-4.91
2021,44,9,30,-6.22
2021,44,9,35,-7.33
2021,44,9,40,-7.08
2021,44,9,45,-6.76
2021,44,9,50,-7.20
2021,44,9,55,-5.33
2021,44,10,0,-3.10
2021,44,10,5,-5.42
2021,44,10,10,-5.21
2021,44,10,15,-5.46
2021,44,10,20,-5.86
2021,44,10,25,-5.64
2021,44,10,30,-5.66
2021,44,10,35,-4.55
2021,44,10,40,-4.89
